instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,windspeed_binned,hum_binned,temp_combined,temp_binned,hour_bin,rush_hour,prev_hour_rentals,temp_diff_perceived,weather_intensity,temp_prev,hum_prev,windspeed_prev,weather_change_indicator,temp_median,daily_rentals,Weather Discomfort Index
10026,2012-02-27,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527,527,Medium Wind,Low Humidity,0.51,Medium Temp,Evening,0,529.0,-0.020000000000000018,0.086395,0.54,0.24,0.4478,0,0.9727622705564187,3875.0,0.21698653846153845
10027,2012-02-27,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334,334,Medium Wind,Low Humidity,0.4924,Medium Temp,Evening,0,527.0,-0.015199999999999991,0.08390500000000001,0.52,0.27,0.4179,0,0.9727622705564187,4066.0,0.225098
10028,2012-02-27,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208,219,219,Medium Wind,Low Humidity,0.47485,Medium Temp,Evening,0,334.0,-0.010299999999999976,0.08241000000000001,0.5,0.29,0.3881,0,0.9727622705564187,4197.0,0.24626250000000002
10029,2012-02-27,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195,195,Low Wind,Medium Humidity,0.45725000000000005,Medium Temp,Evening,0,219.0,-0.005500000000000005,0.07818,0.48,0.33,0.3582,0,0.9727622705564187,4309.0,0.2219478260869565
10030,2012-02-27,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92,92,Low Wind,Medium Humidity,0.4397,Medium Temp,Evening,0,195.0,-0.0005999999999999894,0.078685,0.46,0.36,0.2836,0,0.9727622705564187,4330.0,0.2537
10031,2012-02-27,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56,56,Low Wind,Medium Humidity,0.42210000000000003,Medium Temp,Evening,0,92.0,0.004200000000000037,0.07521,0.44,0.44,0.2537,0,0.9727622705564187,4322.0,0.1954761904761905
10032,2012-02-28,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10,10,Low Wind,Medium Humidity,0.42210000000000003,Medium Temp,Early Morning,0,56.0,0.004200000000000037,0.075715,0.42,0.5,0.1642,0,0.9727622705564187,4303.0,0.1726714285714286
10033,2012-02-28,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6,6,Low Wind,Medium Humidity,0.38695,Medium Temp,Early Morning,0,10.0,0.013899999999999968,0.07721,0.42,0.54,0.1343,0,0.9727622705564187,4303.0,0.26790526315789476
10034,2012-02-28,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2,3,3,Low Wind,Medium Humidity,0.40455,Medium Temp,Early Morning,0,6.0,0.009099999999999997,0.07222500000000001,0.38,0.62,0.1642,0,0.9727622705564187,4302.0,0.141075
10035,2012-02-28,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6,6,6,Medium Wind,Low Humidity,0.40455,Medium Temp,Early Morning,0,3.0,0.009099999999999997,0.07391,0.4,0.54,0.1045,1,0.9727622705564187,4306.0,0.28656
10036,2012-02-28,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2,2,2,Medium Wind,Medium Humidity,0.30395,Low Temp,Early Morning,0,6.0,-0.03210000000000002,0.07091,0.4,0.32,0.3582,0,0.9727622705564187,4307.0,0.4701375
10037,2012-02-28,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21,21,Medium Wind,Medium Humidity,0.30395,Low Temp,Early Morning,0,2.0,-0.03210000000000002,0.07091,0.32,0.42,0.3582,0,0.9727622705564187,4312.0,0.4701375
10038,2012-02-28,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101,101,Low Wind,Medium Humidity,0.28635,Low Temp,Morning,0,21.0,-0.02729999999999999,0.06892000000000001,0.32,0.42,0.3582,0,0.9727622705564187,4323.0,0.4926000000000001
10039,2012-02-28,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325,325,Low Wind,Medium Humidity,0.26880000000000004,Low Temp,Morning,0,101.0,-0.02240000000000003,0.06542500000000001,0.3,0.45,0.3284,0,0.9727622705564187,4368.0,0.47973214285714283
10040,2012-02-28,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559,559,Low Wind,Medium Humidity,0.2512,Low Temp,Morning,1,325.0,-0.017600000000000005,0.06418,0.28,0.45,0.2985,0,0.9727622705564187,4399.0,0.5235692307692308
10041,2012-02-28,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232,232,Medium Wind,Medium Humidity,0.26880000000000004,Low Temp,Morning,0,559.0,-0.02240000000000003,0.06841,0.26,0.48,0.2836,0,0.9727622705564187,4401.0,0.5756785714285714
10042,2012-02-28,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132,132,Low Wind,Medium Humidity,0.28635,Low Temp,Morning,0,232.0,-0.02729999999999999,0.06592500000000001,0.28,0.45,0.3582,0,0.9727622705564187,4429.0,0.41789999999999994
10043,2012-02-28,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163,163,Low Wind,Medium Humidity,0.3291,Low Temp,Morning,0,132.0,-0.02180000000000004,0.064685,0.3,0.42,0.2985,0,0.9727622705564187,4489.0,0.26862352941176465
10044,2012-02-28,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183,183,Low Wind,Medium Humidity,0.35424999999999995,Medium Temp,Afternoon,0,163.0,-0.01150000000000001,0.059715,0.34,0.36,0.2537,1,0.9727622705564187,4495.0,0.1268388888888889
10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190,190,Low Wind,Low Humidity,0.3618,Medium Temp,Afternoon,0,183.0,0.003599999999999992,0.057225,0.36,0.34,0.1343,0,0.9727622705564187,4503.0,0.09288888888888888
10046,2012-02-28,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134,134,Low Wind,Low Humidity,0.40455,Medium Temp,Afternoon,0,190.0,0.009099999999999997,0.05922500000000001,0.36,0.32,0.1045,0,0.9727622705564187,4479.0,0.07314999999999999
10047,2012-02-28,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166,166,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,134.0,0.004200000000000037,0.059480000000000005,0.4,0.28,0.1045,0,0.9727622705564187,4471.0,0.05546666666666667
10048,2012-02-28,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287,287,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,166.0,0.004200000000000037,0.060480000000000006,0.42,0.26,0.0896,0,0.9727622705564187,4472.0,0.05973333333333334
10049,2012-02-28,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530,530,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,1,287.0,0.004200000000000037,0.059480000000000005,0.42,0.28,0.0896,0,0.9727622705564187,4473.0,0.05546666666666667
10050,2012-02-28,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449,449,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Evening,0,530.0,0.004200000000000037,0.06421,0.42,0.26,0.0896,0,0.9727622705564187,4395.0,0.1094666666666667
10051,2012-02-28,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0.0,15,291,306,306,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Evening,0,449.0,0.004200000000000037,0.05500000000000001,0.42,0.28,0.1642,1,0.9727622705564187,4367.0,0.0
10052,2012-02-28,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204,204,Low Wind,Low Humidity,0.40455,Medium Temp,Evening,0,306.0,0.009099999999999997,0.061715000000000006,0.42,0.26,0.0,1,0.9727622705564187,4352.0,0.100725
10053,2012-02-28,1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188,188,Low Wind,Medium Humidity,0.34425,Medium Temp,Evening,0,204.0,0.008499999999999952,0.06222500000000001,0.4,0.3,0.1343,1,0.9727622705564187,4345.0,0.14138235294117646
10054,2012-02-28,1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101,101,Low Wind,Medium Humidity,0.34425,Medium Temp,Evening,0,188.0,0.008499999999999952,0.06222500000000001,0.34,0.46,0.1045,0,0.9727622705564187,4354.0,0.14138235294117646
10055,2012-02-28,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,65,Low Wind,Medium Humidity,0.3115,Low Temp,Evening,0,101.0,-0.017000000000000015,0.06969500000000001,0.34,0.46,0.1045,1,0.9727622705564187,4363.0,0.370834375
10056,2012-02-29,1,1,2,0,0,3,1,1,0.32,0.3333,0.53,0.1045,2,30,32,32,Low Wind,Medium Humidity,0.32665,Low Temp,Early Morning,0,65.0,0.013299999999999979,0.063725,0.32,0.53,0.2239,1,0.9727622705564187,4385.0,0.173078125
10057,2012-02-29,1,1,2,1,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6,6,Low Wind,Medium Humidity,0.32665,Low Temp,Early Morning,0,32.0,0.013299999999999979,0.061725,0.32,0.53,0.1045,0,0.9727622705564187,4385.0,0.16001562499999997
10058,2012-02-29,1,1,2,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4,4,Low Wind,Medium Humidity,0.29395,Low Temp,Early Morning,0,6.0,-0.0121,0.069195,0.32,0.49,0.1045,1,0.9727622705564187,4386.0,0.4179466666666667
10059,2012-02-29,1,1,2,3,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2,2,Low Wind,High Humidity,0.2915,Low Temp,Early Morning,0,4.0,0.022999999999999965,0.06748,0.3,0.56,0.2239,1,0.9727622705564187,4382.0,0.22399999999999998
10060,2012-02-29,1,1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,0,29,29,29,Low Wind,High Humidity,0.27395,Low Temp,Early Morning,0,2.0,0.02789999999999998,0.06798,0.28,0.7,0.0896,0,0.9727622705564187,4409.0,0.2584615384615384
10061,2012-02-29,1,1,2,6,0,3,1,2,0.28,0.303,0.75,0.0896,4,100,104,104,Low Wind,High Humidity,0.2915,Low Temp,Morning,0,29.0,0.022999999999999965,0.13996,0.26,0.75,0.0896,0,0.9727622705564187,4492.0,0.23999999999999996
10062,2012-02-29,1,1,2,7,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253,253,Low Wind,High Humidity,0.26635,Low Temp,Morning,0,104.0,0.012699999999999989,0.14643,0.28,0.75,0.0896,0,0.9727622705564187,4644.0,0.41839615384615386
10063,2012-02-29,1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116,116,Low Wind,High Humidity,0.28395000000000004,Low Temp,Morning,1,253.0,0.007899999999999963,0.14145000000000002,0.26,0.81,0.1343,0,0.9727622705564187,4435.0,0.27991071428571423
10064,2012-02-29,1,1,2,9,0,3,1,3,0.3,0.303,0.81,0.1642,5,33,38,38,Low Wind,High Humidity,0.3015,Low Temp,Morning,0,116.0,0.0030000000000000027,0.23613,0.28,0.75,0.1045,0,0.9727622705564187,3914.0,0.44334000000000007
10065,2012-02-29,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10,10,Low Wind,High Humidity,0.3015,Low Temp,Morning,0,38.0,0.0030000000000000027,0.23613,0.3,0.81,0.1642,0,0.9727622705564187,3692.0,0.44334000000000007
10066,2012-02-29,1,1,2,11,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10,10,Low Wind,High Humidity,0.29395,Low Temp,Morning,0,10.0,-0.0121,0.2496,0.3,0.81,0.1642,0,0.9727622705564187,3570.0,0.5626000000000001
10067,2012-02-29,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70,70,Low Wind,High Humidity,0.3115,Low Temp,Afternoon,0,10.0,-0.017000000000000015,0.28476,0.3,0.87,0.194,1,0.9727622705564187,3477.0,0.9544125
10068,2012-02-29,1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76,76,Medium Wind,High Humidity,0.34665,Medium Temp,Afternoon,0,70.0,-0.0267,0.20082,0.32,0.93,0.3284,0,0.9727622705564187,3370.0,0.9253500000000001
10069,2012-02-29,1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,2,54,56,56,Medium Wind,High Humidity,0.34665,Medium Temp,Afternoon,0,76.0,-0.0267,0.20082,0.36,0.93,0.3582,0,0.9727622705564187,3236.0,0.9253500000000001
10070,2012-02-29,1,1,2,15,0,3,1,2,0.4,0.4091,0.82,0.2836,3,87,90,90,Low Wind,High Humidity,0.40455,Medium Temp,Afternoon,0,56.0,0.009099999999999997,0.19036000000000003,0.36,0.93,0.3582,1,0.9727622705564187,3192.0,0.58138
10071,2012-02-29,1,1,2,16,0,3,1,3,0.4,0.4091,0.82,0.2239,5,162,167,167,Low Wind,High Humidity,0.40455,Medium Temp,Afternoon,0,90.0,0.009099999999999997,0.27658499999999997,0.4,0.82,0.2836,0,0.9727622705564187,3193.0,0.45899499999999993
10072,2012-02-29,1,1,2,17,0,3,1,2,0.4,0.4091,0.87,0.1642,7,246,253,253,Low Wind,High Humidity,0.40455,Medium Temp,Afternoon,1,167.0,0.009099999999999997,0.18342000000000003,0.4,0.82,0.2239,0,0.9727622705564187,3159.0,0.357135
10073,2012-02-29,1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0.0,11,181,192,192,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,253.0,0.009099999999999997,0.2505,0.4,0.87,0.1642,1,0.9727622705564187,2821.0,0.0
10074,2012-02-29,1,1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102,102,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,192.0,0.009099999999999997,0.17745000000000005,0.4,0.87,0.0,1,0.9727622705564187,2474.0,0.22728749999999998
10075,2012-02-29,1,1,2,20,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97,97,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Evening,0,102.0,0.004200000000000037,0.28263,0.4,0.87,0.1045,0,0.9727622705564187,2265.0,0.3440380952380953
10076,2012-02-29,1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39,39,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Evening,0,97.0,0.004200000000000037,0.28263,0.42,0.88,0.1642,0,0.9727622705564187,2100.0,0.3440380952380953
10077,2012-02-29,1,1,2,22,0,3,1,3,0.42,0.4242,0.94,0.2537,2,53,55,55,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Evening,0,39.0,0.004200000000000037,0.305055,0.42,0.88,0.1642,0,0.9727622705564187,1967.0,0.5678047619047618
10078,2012-02-29,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537,3,30,33,33,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Evening,0,55.0,0.004200000000000037,0.305055,0.42,0.94,0.2537,0,0.9727622705564187,1899.0,0.5678047619047618
10079,2012-03-01,1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0.0,1,10,11,11,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Early Morning,0,33.0,0.004200000000000037,0.178,0.42,0.94,0.2537,1,0.9727622705564187,1845.0,0.0
10080,2012-03-01,1,1,3,1,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12,12,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,11.0,-0.005500000000000005,0.294675,0.42,0.94,0.0,1,0.9727622705564187,1825.0,0.21354347826086953
10081,2012-03-01,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6,6,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,12.0,-0.005500000000000005,0.21436,0.46,0.94,0.1045,1,0.9727622705564187,1825.0,0.5795304347826087
10082,2012-03-01,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3,3,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,6.0,-0.005500000000000005,0.104195,0.46,0.94,0.2836,0,0.9727622705564187,1824.0,0.4575347826086956
10083,2012-03-01,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5,5,Low Wind,High Humidity,0.47485,Medium Temp,Early Morning,0,3.0,-0.010299999999999976,0.1017,0.46,0.94,0.2239,0,0.9727622705564187,1827.0,0.3556666666666667
10084,2012-03-01,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18,18,Low Wind,High Humidity,0.47485,Medium Temp,Early Morning,0,5.0,-0.010299999999999976,0.10021,0.48,0.88,0.194,0,0.9727622705564187,1816.0,0.3010333333333334
10085,2012-03-01,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0.0,2,107,109,109,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Morning,0,18.0,0.004200000000000037,0.178,0.48,0.88,0.1642,1,0.9727622705564187,1821.0,0.0
10086,2012-03-01,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304,304,Low Wind,High Humidity,0.4397,Medium Temp,Morning,0,109.0,-0.0005999999999999894,0.19543,0.42,0.94,0.0,1,0.9727622705564187,1872.0,0.28691363636363637
10087,2012-03-01,1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594,594,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Morning,1,304.0,0.004200000000000037,0.095715,0.44,0.94,0.1343,0,0.9727622705564187,2350.0,0.3005761904761905
10088,2012-03-01,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,286,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Morning,0,594.0,-0.005500000000000005,0.09718500000000002,0.42,0.94,0.1343,1,0.9727622705564187,2598.0,0.42467173913043477
10089,2012-03-01,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133,133,Low Wind,Medium Humidity,0.51,Medium Temp,Morning,0,286.0,-0.020000000000000018,0.08771000000000001,0.46,0.77,0.2537,1,0.9727622705564187,2721.0,0.17367307692307696
10090,2012-03-01,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168,168,Low Wind,Medium Humidity,0.54515,Medium Temp,Morning,0,133.0,-0.02970000000000006,0.08720000000000001,0.52,0.55,0.1642,1,0.9727622705564187,2879.0,0.14896428571428572
10091,2012-03-01,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220,220,Low Wind,Medium Humidity,0.54515,Medium Temp,Afternoon,0,168.0,-0.02970000000000006,0.08569500000000001,0.56,0.43,0.194,0,0.9727622705564187,3029.0,0.14793392857142856
10092,2012-03-01,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211,211,Low Wind,Low Humidity,0.56275,Medium Temp,Afternoon,0,220.0,-0.034499999999999975,0.086685,0.56,0.37,0.2239,0,0.9727622705564187,3164.0,0.13997241379310343
10093,2012-03-01,1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211,211,Low Wind,Medium Humidity,0.56275,Medium Temp,Afternoon,0,211.0,-0.034499999999999975,0.086695,0.58,0.32,0.2537,0,0.9727622705564187,3319.0,0.13511206896551722
10094,2012-03-01,1,1,3,15,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223,223,Low Wind,Low Humidity,0.6106,Medium Temp,Afternoon,0,211.0,0.021199999999999997,0.088185,0.58,0.35,0.2239,0,0.9727622705564187,3452.0,0.13107833333333332
10095,2012-03-01,1,1,3,16,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361,361,Low Wind,Low Humidity,0.56275,Medium Temp,Afternoon,0,223.0,-0.034499999999999975,0.088925,0.6,0.31,0.2537,0,0.9727622705564187,3646.0,0.1646896551724138
10096,2012-03-01,1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600,600,Low Wind,Medium Humidity,0.54515,Medium Temp,Afternoon,1,361.0,-0.02970000000000006,0.088425,0.58,0.32,0.2985,0,0.9727622705564187,3993.0,0.18656249999999996
10097,2012-03-01,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525,525,Medium Wind,Medium Humidity,0.5276000000000001,Medium Temp,Evening,0,600.0,-0.024800000000000044,0.08891000000000002,0.56,0.35,0.2985,0,0.9727622705564187,4326.0,0.22553333333333336
10098,2012-03-01,1,1,3,19,0,4,1,1,0.48,0.4697,0.41,0.3284,11,317,328,328,Low Wind,Medium Humidity,0.47485,Medium Temp,Evening,0,525.0,-0.010299999999999976,0.08492000000000001,0.54,0.34,0.3582,0,0.9727622705564187,4552.0,0.28050833333333336
10099,2012-03-01,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254,254,Medium Wind,Medium Humidity,0.4397,Medium Temp,Evening,0,328.0,-0.0005999999999999894,0.086895,0.48,0.41,0.3284,0,0.9727622705564187,4709.0,0.41790000000000005
10100,2012-03-01,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197,197,Medium Wind,Medium Humidity,0.42210000000000003,Medium Temp,Evening,0,254.0,0.004200000000000037,0.088635,0.44,0.44,0.4179,0,0.9727622705564187,4867.0,0.5177833333333334
10101,2012-03-01,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126,126,Low Wind,Medium Humidity,0.38695,Medium Temp,Evening,0,197.0,0.013899999999999968,0.075685,0.42,0.47,0.4627,1,0.9727622705564187,4938.0,0.3338157894736842
10102,2012-03-01,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85,85,Low Wind,Medium Humidity,0.35424999999999995,Medium Temp,Evening,0,126.0,-0.01150000000000001,0.072195,0.38,0.5,0.2537,0,0.9727622705564187,4990.0,0.3109722222222222
10103,2012-03-02,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46,46,Low Wind,Medium Humidity,0.33665,Medium Temp,Early Morning,0,85.0,-0.006700000000000039,0.06871000000000001,0.36,0.5,0.2239,0,0.9727622705564187,5025.0,0.25595882352941174
10104,2012-03-02,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20,20,Low Wind,Medium Humidity,0.3291,Low Temp,Early Morning,0,46.0,-0.02180000000000004,0.06969500000000001,0.34,0.53,0.1642,0,0.9727622705564187,5033.0,0.3226794117647058
10105,2012-03-02,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,6,Low Wind,Medium Humidity,0.3291,Low Temp,Early Morning,0,20.0,-0.02180000000000004,0.07468000000000001,0.34,0.49,0.2239,0,0.9727622705564187,5033.0,0.44208235294117654
10106,2012-03-02,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3,3,Low Wind,Medium Humidity,0.3191,Low Temp,Early Morning,0,6.0,-0.0018000000000000238,0.0702,0.34,0.53,0.2836,0,0.9727622705564187,5033.0,0.3455625
10107,2012-03-02,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0.0,0,2,2,2,Low Wind,Medium Humidity,0.33425,Medium Temp,Early Morning,0,3.0,0.02849999999999997,0.0625,0.32,0.57,0.194,1,0.9727622705564187,5030.0,0.0
10108,2012-03-02,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0.0,0,24,24,24,Low Wind,High Humidity,0.31665,Low Temp,Early Morning,0,2.0,0.033299999999999996,0.065,0.32,0.61,0.0,0,0.9727622705564187,5036.0,0.0
10109,2012-03-02,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0.0,4,88,92,92,Low Wind,High Humidity,0.31665,Low Temp,Morning,0,24.0,0.033299999999999996,0.065,0.3,0.7,0.0,0,0.9727622705564187,5019.0,0.0
10110,2012-03-02,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0.0,4,258,262,262,Low Wind,High Humidity,0.31665,Low Temp,Morning,0,92.0,0.033299999999999996,0.065,0.3,0.7,0.0,0,0.9727622705564187,4977.0,0.0
10111,2012-03-02,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549,549,Low Wind,High Humidity,0.2915,Low Temp,Morning,1,262.0,0.022999999999999965,0.06998,0.3,0.7,0.0,0,0.9727622705564187,4932.0,0.23999999999999996
10112,2012-03-02,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0.0,15,299,314,314,Low Wind,High Humidity,0.31665,Low Temp,Morning,0,549.0,0.033299999999999996,0.07050000000000001,0.28,0.75,0.0896,0,0.9727622705564187,4960.0,0.0
10113,2012-03-02,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,132,Low Wind,Medium Humidity,0.35424999999999995,Medium Temp,Morning,0,314.0,-0.01150000000000001,0.06921,0.3,0.81,0.0,1,0.9727622705564187,4959.0,0.2280555555555556
10114,2012-03-02,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194,194,Low Wind,Medium Humidity,0.38695,Medium Temp,Morning,0,132.0,0.013899999999999968,0.07070000000000001,0.36,0.5,0.1642,0,0.9727622705564187,4985.0,0.23484210526315788
10115,2012-03-02,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234,234,Low Wind,Medium Humidity,0.40455,Medium Temp,Afternoon,0,194.0,0.009099999999999997,0.06971000000000001,0.38,0.46,0.194,0,0.9727622705564187,4999.0,0.176515
10116,2012-03-02,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222,222,Low Wind,Medium Humidity,0.42210000000000003,Medium Temp,Afternoon,0,234.0,0.004200000000000037,0.075195,0.4,0.43,0.1642,0,0.9727622705564187,5010.0,0.23456190476190475
10117,2012-03-02,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205,205,Low Wind,Medium Humidity,0.4397,Medium Temp,Afternoon,0,222.0,-0.0005999999999999894,0.16036,0.42,0.44,0.2239,0,0.9727622705564187,5004.0,0.2836
10118,2012-03-02,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78,78,Low Wind,Medium Humidity,0.42210000000000003,Medium Temp,Afternoon,0,205.0,0.004200000000000037,0.16385,0.44,0.44,0.2836,0,0.9727622705564187,4859.0,0.35535714285714287
10119,2012-03-02,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50,50,Low Wind,Medium Humidity,0.40455,Medium Temp,Afternoon,0,78.0,0.009099999999999997,0.25177499999999997,0.42,0.5,0.2985,0,0.9727622705564187,4548.0,0.4328249999999999
10120,2012-03-02,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,128,Low Wind,High Humidity,0.35424999999999995,Medium Temp,Afternoon,1,50.0,-0.01150000000000001,0.26308499999999996,0.4,0.58,0.2985,1,0.9727622705564187,4076.0,0.503775
10121,2012-03-02,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,160,Low Wind,High Humidity,0.35424999999999995,Medium Temp,Evening,0,128.0,-0.01150000000000001,0.2676,0.36,0.81,0.2239,0,0.9727622705564187,3711.0,0.4688333333333334
10122,2012-03-02,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174,174,Low Wind,High Humidity,0.35424999999999995,Medium Temp,Evening,0,160.0,-0.01150000000000001,0.2676,0.36,0.87,0.194,0,0.9727622705564187,3557.0,0.4688333333333334
